DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIT - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs ,Colorado River below Palo Verde Dam
2007-07-20,12985,10300,2000,1300,-700,1780,1970,190,351,50.87,731.7,9480
2007-07-21,12988,9160,2000,1290,-710,1760,1900,140,350,42.34,755.1,9980
2007-07-22,12486,9280,2000,1170,-830,1750,1750,0,355,70.32,797.2,9660
2007-07-23,11465,9330,2000,1110,-890,1480,1900,420,357,73.65,803.3,8690
2007-07-24,10992,9540,2000,1120,-880,1480,1850,370,354,77.63,808.93,8160
2007-07-25,10007,10200,2000,1140,-860,1580,1750,170,350,81.62,833.5,7380
2007-07-26,9981,9220,1820,1210,-610,1600,1800,200,345,70.17,844.4,7220
2007-07-27,10986,8870,1820,1170,-650,1450,1780,330,347,83.26,816.4,7380
2007-07-28,11991,8250,1750,1160,-590,1450,1580,130,353,65.01,828.6,7860
2007-07-29,10465,8020,1750,1100,-650,1450,1520,70,361,57.97,790.9,8750
2007-07-30,10499,8790,1620,1190,-430,1530,1770,240,354,54.13,801.8,7400
2007-07-31,10479,8800,1490,1210,-280,1650,1690,40,366,79.61,796.1,7220
2007-08-01,9983,8780,1364,1220,-144,1850,1730,-120,367,53.22,784.3,7330
2007-08-02,8969,8680,1373,1180,-193,1680,1870,190,355,58.64,649.5,6650
2007-08-03,10955,8340,1340,1060,-280,1800,1770,-30,378,41.84,673.6,6320
2007-08-04,10755,7540,1340,973,-367,1800,1860,60,355,40,620.7,7460
2007-08-05,9980,7050,1526,729,-797,1740,1730,-10,355,53.98,660.2,7630
2007-08-06,9974,8260,1584,954,-630,1620,1850,230,344,64.4,695.8,7120
2007-08-07,9869,8330,1457,1060,-397,1500,1850,350,343,60.3,775.5,6840
2007-08-08,9965,8190,1280,1180,-100,1550,1860,310,347,53.14,688.4,6670
2007-08-09,7490,7980,1368,1040,-328,1400,1940,540,340,60.49,669.1,6520
2007-08-10,12002,7650,1250,1040,-210,1700,1920,220,349,69.56,643.2,5130
2007-08-11,10976,6980,1350,1090,-260,1650,1870,220,347,58.8,681.1,7690
2007-08-12,10981,6560,1261,1130,-131,1500,1800,300,350,70.84,704.7,7320
2007-08-13,11479,8060,1414,1250,-164,1450,1790,340,338,87.5,653.9,7570
2007-08-14,11998,8590,1180,1340,160,1300,1640,340,344,58.43,690,8210
2007-08-15,12479,8630,1125,1250,125,1872,1700,-172,364,50.69,671.1,8270
2007-08-16,8496,9060,1150,1280,130,1480,1880,400,346,55.84,665.4,8530
2007-08-17,10473,8350,1300,1300,0,1580,1840,260,351,68.4,709.6,5650
2007-08-18,10010,7820,1140,1210,70,1580,1790,210,347,52.66,703.6,6920
2007-08-19,11489,6860,1090,1190,100,1400,1650,250,348,54.87,717.6,6800
2007-08-20,12522,7510,1100,1200,100,1650,1760,110,356,66.94,717.8,8540
2007-08-21,10986,7990,1000,1080,80,1580,1740,160,356,85.8,708.2,8860
2007-08-22,9003,8140,1180,1180,0,1450,1810,360,345,28.25,757.8,7730
2007-08-23,7982,9420,1180,1190,10,1430,1870,440,353,78.2,738.7,5450
2007-08-24,8496,8560,1220,1220,0,1740,1860,120,358,61.3,684.6,5260
2007-08-25,11475,7580,1300,1120,-180,1760,1760,0,357,56.72,759.3,5390
2007-08-26,12480,6680,1350,1140,-210,1550,1650,100,364,84.63,740.3,8470
2007-08-27,11976,7900,1180,1150,-30,1480,1850,370,372,81.49,695.1,8750
2007-08-28,10990,8070,1100,1130,30,1030,1790,760,369,68.51,683.7,8740
2007-08-29,8984,8620,1310,1240,-70,1550,1740,190,358,68.38,717.1,7430
2007-08-30,8977,8350,1310,1370,60,1350,1660,310,351,41.92,752.8,5920
2007-08-31,7477,8020,1310,1280,-30,1470,1650,180,358,61.8,702.3,5510
2007-09-01,9991,7020,1310,1200,-110,1350,1670,320,364,48.65,704.5,5230
2007-09-02,9498,6440,1310,1060,-250,1420,1520,100,360,72.22,699.7,7220
2007-09-03,9494,6920,1310,869,-441,1440,1580,140,357,72.12,683.8,6980
2007-09-04,9494,7560,1310,557,-753,1240,1770,530,343,61.58,676.4,7130
2007-09-05,8480,7520,1310,668,-642,1280,1840,560,346,51.29,693.1,6440
2007-09-06,8479,7660,1310,1190,-120,1280,1910,630,350,82.48,717.33,5630
2007-09-07,9000,7280,1310,1250,-60,1420,1950,530,363,57.3,681.6,5510
2007-09-08,10528,6830,1310,1160,-150,1420,1880,460,369,84.39,702.9,6170
2007-09-09,11277,6250,1310,1040,-270,1460,1660,200,375,62.2,755,7340
2007-09-10,10518,7370,1310,910,-400,1500,1770,270,365,59.02,795.1,8500
2007-09-11,9987,7750,1310,965,-345,1100,1800,700,360,76.02,802.8,7600
2007-09-12,8965,8060,1310,953,-357,1380,1780,400,368,76.58,771.7,7010
2007-09-13,7745,7870,1310,851,-459,1300,1770,470,372,52.61,773.7,6320
2007-09-14,8485,7710,1310,875,-435,1220,1810,590,374,81.97,729.6,5300
2007-09-15,9440,7150,1310,865,-445,1300,1750,450,368,60.86,747.1,6140
2007-09-16,10910,6700,1310,977,-333,1220,1710,490,363,46.98,760.2,6790
2007-09-17,10985,7460,1310,984,-326,1300,1720,420,355,108.8,746.7,8760
2007-09-18,10962,7860,1310,960,-350,1170,1700,530,357,63.26,746.2,7620
2007-09-19,10491,8180,1080,1030,-50,1330,1670,340,357,78.1,733.1,8230
2007-09-20,8981,8360,1050,1030,-20,1410,1670,260,369,84.2,735.5,7250
2007-09-21,10008,8200,990,1190,200,1450,1760,310,357,72.68,745.4,7030
2007-09-22,9491,7240,1110,1120,10,1350,1610,260,356,78.12,766,6910
2007-09-23,8981,7380,970,946,-24,1320,1190,-130,360,99.98,790.3,7160
2007-09-24,8974,7990,900,877,-23,1050,1280,230,357,72.08,700.1,6800
2007-09-25,8457,8070,880,863,-17,1030,1360,330,363,55.98,665.42,6750
2007-09-26,6988,7580,1310,885,-425,1250,1360,110,365,46.48,699.7,6490
2007-09-27,7462,7640,1310,844,-466,1160,1330,170,360,44.3,667.8,5150
2007-09-28,8003,7000,1310,905,-405,1250,1290,40,362,72.54,770.8,5830
2007-09-29,8494,6200,1310,885,-425,1260,1280,20,367,86.86,818.5,5630
2007-09-30,9001,6700,1080,855,-225,1100,1170,70,349,58.7,742.62,6460
2007-10-01,8503,6790,840,827,-13,1200,1440,240,350,58.04,728.8,6710
2007-10-02,7987,6830,730,907,177,1000,1300,300,352,72.7,663.7,6410
2007-10-03,7540,7730,730,978,248,1110,1230,120,353,107.72,638.9,5920
2007-10-04,7483,7250,730,879,149,1150,1200,50,353,95.7,633.5,5580
2007-10-05,8481,6820,730,888,158,1150,1170,20,358,69.35,618.7,5780
2007-10-06,7992,6340,730,732,2,1020,1040,20,363,61.85,635.92,6770
2007-10-07,7492,6230,730,728,-2,920,922,2,361,47.49,668.56,6310
2007-10-08,8499,7140,980,875,-105,930,1140,210,357,72.52,670,5820
2007-10-09,9016,7260,980,865,-115,700,1120,420,355,81.22,694.6,6700
2007-10-10,8951,7500,1100,811,-289,800,1150,350,344,87.18,667.35,7150
2007-10-11,6869,7500,1100,750,-350,900,914,14,352,45.51,668.19,7100
2007-10-12,7447,7080,1100,626,-474,1000,926,-74,362,45.16,635.95,5570
2007-10-13,6973,6680,1100,604,-496,950,873,-77,359,61.54,573.22,6310
2007-10-14,7467,6740,1100,587,-513,750,806,56,359,47.56,580.15,5680
2007-10-15,8471,6660,1100,631,-469,750,1020,270,357,28.38,592.39,6110
2007-10-16,8496,6640,1100,627,-473,750,906,156,347,51.44,583.33,7020
2007-10-17,6981,7000,1140,507,-633,700,943,243,348,46.66,627.92,7100
2007-10-18,5500,7220,1140,524,-616,700,1000,300,351,65.45,527.1,5650
2007-10-19,6986,7400,1140,621,-519,700,1000,300,339,38.66,542.47,4280
2007-10-20,6775,6270,1240,673,-567,820,1010,190,334,56.09,599.9,5450
2007-10-21,7029,5950,1240,574,-666,760,811,51,350,83.5,580.22,5460
2007-10-22,7007,6390,1240,594,-646,670,960,290,346,55.02,547.92,5550
2007-10-23,6469,6140,1240,473,-767,500,913,413,341,63.86,564.3,5620
2007-10-24,5500,6350,1240,451,-789,580,893,313,346,59.39,584,5320
2007-10-25,5962,6490,1240,450,-790,680,1020,340,338,71.82,532.76,4370
2007-10-26,6480,6010,1240,539,-701,650,1120,470,334,72.75,582,4630
2007-10-27,7953,5940,1240,550,-690,930,1160,230,341,70.73,587.9,5020
2007-10-28,7992,5380,1240,479,-761,980,873,-107,328,69.26,605.02,6520
2007-10-29,8499,6450,1240,608,-632,810,862,52,320,74.33,600.72,6750
2007-10-30,7515,6640,1240,601,-639,650,875,225,336,68.22,588.9,6910
2007-10-31,5026,6560,400,650,250,950,1020,70,329,73.88,597.4,6080
2007-11-01,5014,6870,450,775,325,690,942,252,335,86.94,590.71,3540
2007-11-02,5508,6490,470,763,293,780,967,187,331,73.1,615.74,3780
2007-11-03,6491,5280,650,658,8,730,978,248,330,82.65,620.87,4220
2007-11-04,6993,4970,550,574,24,700,724,24,327,57.29,654.7,5290
2007-11-05,6993,6080,550,597,47,880,867,-13,328,44.44,579.48,5650
2007-11-06,6973,6410,534,574,40,710,833,123,336,32.27,548.17,5750
2007-11-07,6506,6510,534,550,16,820,917,97,339,40.39,532.74,5690
2007-11-08,5017,6230,580,656,76,780,866,86,323,65.19,525.75,5330
2007-11-09,5493,5660,600,618,18,930,867,-63,322,51.78,530.9,3960
2007-11-10,6002,5260,711,479,-232,780,864,84,316,59.88,549.02,4310
2007-11-11,6982,4940,609,446,-163,0,637,637,323,48.04,542.32,4850
2007-11-12,4590,5250,680,387,-293,0,669,669,324,38.88,520.98,6220
2007-11-13,6006,5450,450,425,-25,0,705,705,321,46.22,505.72,3670
2007-11-14,4188,6730,525,440,-85,770,701,-69,317,52.76,543.61,4980
2007-11-15,4499,5060,525,424,-101,880,658,-222,308,37.96,547.7,3450
2007-11-16,4980,5320,550,404,-146,850,780,-70,315,26.14,503.9,3910
2007-11-17,5489,4790,650,398,-252,900,761,-139,309,26.14,519.23,4050
2007-11-18,6978,4580,600,353,-247,680,626,-54,306,72.54,525.5,4600
2007-11-19,4483,5620,600,467,-133,550,951,401,303,57.95,533.2,5680
2007-11-20,5999,5600,525,552,27,550,1100,550,308,46.94,593.67,2910
2007-11-21,4995,5660,500,439,-61,800,958,158,316,75.95,601.12,4670
2007-11-22,4470,4520,550,182,-368,750,590,-160,315,,,4390
2007-11-23,4987,4800,400,397,-3,660,802,142,301,49.78,623.12,4070
2007-11-24,5017,4870,350,362,12,420,772,352,293,64.31,613.91,3970
2007-11-25,6501,4600,350,306,-44,600,570,-30,294,65.41,545.9,4440
2007-11-26,5501,5540,350,342,-8,550,709,159,292,32.84,581.82,5490
2007-11-27,6488,5740,300,383,83,500,870,370,301,55.79,577.2,4120
2007-11-28,6028,5820,1920,461,-1459,600,947,347,300,53.66,524.42,5270
2007-11-29,5020,5750,1920,458,-1462,750,912,162,305,50.31,599.35,5000
2007-11-30,4987,5490,1920,327,-1593,850,798,-52,297,99.3,610.4,4600
2007-12-01,3989,5360,1920,100,-1820,790,381,-409,320,77.7,624.2,4620
2007-12-02,3486,4500,1920,89,-1831,820,301,-519,302,68.7,600.39,3880
2007-12-03,2998,5340,1920,88,-1832,580,408,-172,299,72.44,501.35,3240
2007-12-04,2004,5200,1920,159,-1761,530,368,-162,296,78.24,487.3,2850
2007-12-05,2013,4390,1920,179,-1741,580,335,-245,287,79.24,499.48,1900
2007-12-06,2016,4290,1920,145,-1775,590,282,-308,290,38.03,515.64,1790
2007-12-07,3009,3440,1920,169,-1751,600,309,-291,286,31.01,477,1750
2007-12-08,2989,3400,1920,193,-1727,600,336,-264,280,34.9,455.8,2570
2007-12-09,3982,3440,1920,189,-1731,630,319,-311,297,31.96,452.93,2950
2007-12-10,5514,3820,1890,179,-1711,400,446,46,301,44.81,519.23,3400
2007-12-11,5502,4350,1890,199,-1691,350,438,88,290,46.31,535,5360
2007-12-12,4508,4210,1890,252,-1638,540,515,-25,279,64.98,526.3,4930
2007-12-13,4001,4660,1890,236,-1654,750,594,-156,280,55.7,511.03,3290
2007-12-14,4005,4650,1890,202,-1688,640,657,17,284,52.88,532.14,3300
2007-12-15,3993,4500,1820,255,-1565,560,562,2,279,43.21,564.97,3570
2007-12-16,5003,3990,1820,324,-1496,600,601,1,269,45.75,547.7,3400
2007-12-17,6530,4840,1820,636,-1184,500,879,379,274,71.99,556.15,4000
2007-12-18,8486,5080,1820,844,-976,480,939,459,294,67.39,543.12,5220
2007-12-19,7970,5170,580,888,308,580,964,384,302,62.78,565.94,6510
2007-12-20,4969,5510,560,933,373,600,967,367,298,71.91,556.95,5580
2007-12-21,3988,5050,350,807,457,0,923,923,312,66.69,533.4,3780
2007-12-22,3009,4670,350,628,278,0,880,880,306,68.33,541.7,2640
2007-12-23,3018,3990,350,647,297,0,663,663,299,49.46,482.1,2140
2007-12-24,5482,3240,350,306,-44,0,507,507,307,52.92,508.56,2830
2007-12-25,5002,3400,350,160,-190,0,352,352,297,102.17,535.16,4640
2007-12-26,5024,4400,1430,560,-870,430,1060,630,285,89.74,480.59,3990
2007-12-27,4013,5670,1430,846,-584,660,1340,680,267,58.89,512.7,3020
2007-12-28,5499,4840,1430,853,-577,690,1400,710,287,59.17,547.1,2030
2007-12-29,3296,4520,1390,720,-670,450,1090,640,299,61.44,616.1,3740
2007-12-30,4310,4000,1380,558,-822,0,15,15,287,131.4,657.12,4630
2007-12-31,6498,3590,1110,408,-702,0,0,0,292,97.78,721,4180
2008-01-01,5490,4040,1110,247,-863,0,0,0,262,9.16,552.1,5810
2008-01-02,5003,4850,1220,359,-861,0,0,0,249,2.08,401.7,5070
2008-01-03,2498,5780,1220,769,-451,0,0,0,253,1.33,149.92,4740
2008-01-04,4991,5160,1220,796,-424,0,0,0,261,0.95,332.42,2860
2008-01-05,5999,4300,1220,371,-849,0,0,0,262,0.52,318.32,4600
2008-01-06,4093,3560,1220,9,-1211,0,0,0,263,0,304.1,5770
2008-01-07,4998,4830,1220,0,-1220,0,0,0,237,0,295,5990
2008-01-08,4006,5660,1220,0,-1220,60,0,-60,222,0,371,3710
2008-01-09,3989,6020,1470,0,-1470,480,72,-408,219,0,366,4190
2008-01-10,4009,4550,1470,0,-1470,275,410,135,216,0,354,3760
2008-01-11,4981,4170,1710,0,-1710,500,473,-27,216,0.38,345,4250
2008-01-12,5505,4200,1710,0,-1710,500,604,104,215,2.96,336,4010
2008-01-13,4499,4200,1960,0,-1960,580,510,-70,214,6.24,390.5,4890
2008-01-14,4996,4700,1960,0,-1960,850,726,-124,212,6.24,430.3,3870
2008-01-15,4508,5080,1960,0,-1960,750,831,81,211,15.31,484.75,4470
2008-01-16,3985,5050,500,0,-500,830,1010,180,212,26.14,484.88,3430
2008-01-17,5000,5040,700,0,-700,1100,930,-170,212,78.36,446.93,3210
2008-01-18,5995,5120,650,0,-650,1190,967,-223,213,78.36,476,4400
2008-01-19,8673,4960,752,234,-518,1200,980,-220,213,86.66,406.26,4970
2008-01-20,7974,4300,700,344,-356,950,813,-137,213,58.82,474.05,5870
2008-01-21,6996,5260,700,422,-278,820,891,71,217,71.42,468.6,6400
2008-01-22,5969,5430,730,689,-41,560,1010,450,225,64.38,437.02,5250
2008-01-23,6496,5540,600,886,286,450,1020,570,227,71.42,468.6,4050
2008-01-24,4468,5460,600,840,240,600,885,285,260,37.84,451.8,4740
2008-01-25,5512,5010,900,728,-172,780,881,101,273,95.6,420.37,3310
2008-01-26,4923,4640,800,601,-199,610,782,172,246,65.89,443.97,4510
2008-01-27,3186,4930,825,420,-405,690,363,-327,256,36.84,494.02,3750
2008-01-28,1898,5390,675,287,-388,670,316,-354,245,58.82,456.12,2770
2008-01-29,3502,4350,725,315,-410,470,347,-123,232,79.91,441.27,1690
2008-01-30,6010,3590,875,382,-493,650,559,-91,231,58.3,441.6,3300
2008-01-31,3999,3520,998,465,-533,680,518,-162,236,77.96,428.7,4720
2008-02-01,5838,3570,825,407,-418,620,539,-81,250,59.76,420.22,3400
2008-02-02,4982,4370,790,361,-429,690,460,-230,242,48.46,449.1,5130
2008-02-03,4686,4000,550,367,-183,810,424,-386,242,59.47,425.59,3590
2008-02-04,5990,5440,350,493,143,820,709,-111,253,78.7,466.46,4090
2008-02-05,7841,5070,300,666,366,630,733,103,244,117.13,477.45,5210
2008-02-06,6831,5710,300,751,451,610,794,184,256,80.56,444.5,5880
2008-02-07,5947,5950,300,764,464,690,792,102,249,131.24,447.2,5220
2008-02-08,7493,5940,385,764,379,750,881,131,255,112.2,427.99,4610
2008-02-09,7703,5700,424,713,289,850,863,13,254,65.28,440.8,5730
2008-02-10,8003,5350,465,499,34,750,773,23,260,66.6,457.02,6060
2008-02-11,8496,6780,345,620,275,780,876,96,267,86.64,440.3,6540
2008-02-12,9488,7740,330,816,486,650,970,320,251,108.78,398.59,6380
2008-02-13,8998,7400,600,854,254,940,976,36,257,83.11,412.3,7140
2008-02-14,9493,7550,650,639,-11,1230,973,-257,266,36.24,419.4,6380
2008-02-15,8991,7610,590,562,-28,1200,1120,-80,254,52.3,374.98,6770
2008-02-16,9917,7320,540,571,31,1150,1190,40,260,65.89,367.75,8320
2008-02-17,9484,6890,620,688,68,1290,941,-349,259,57.45,430.42,6120
2008-02-18,8992,8130,754,801,47,610,1110,500,261,54.95,475,7330
2008-02-19,8968,7800,300,844,544,400,1100,700,254,66.54,459,6830
2008-02-20,9481,7650,543,737,194,400,1160,760,260,44.47,511.5,6800
2008-02-21,6462,7900,400,913,513,570,1280,710,251,39.39,497.8,6340
2008-02-22,8960,7460,350,725,375,520,1210,690,272,81.25,523.9,5050
2008-02-23,8991,7230,300,584,284,480,1110,630,262,95.61,562.7,6760
2008-02-24,9484,6650,280,509,229,500,936,436,243,97.2,533.4,7100
2008-02-25,8877,7860,280,592,312,470,1060,590,249,61.6,508.3,7440
2008-02-26,9189,8440,280,666,386,450,1020,570,257,51.44,494.2,6340
2008-02-27,11826,8730,280,775,495,500,1160,660,264,47.64,491.4,7550
2008-02-28,10976,8900,280,768,488,580,1250,670,267,87.1,466.3,8320
2008-02-29,12498,9090,280,716,436,730,1190,460,265,72.86,513.3,9750
2008-03-01,12969,9160,340,716,376,820,1080,260,256,89.18,531.78,9530
2008-03-02,10984,9600,340,555,215,850,852,2,265,76.38,504.4,9540
2008-03-03,10997,10000,580,702,122,940,1050,110,256,68.67,384.4,8360
2008-03-04,10974,9840,450,759,309,900,1160,260,243,61.08,462.3,8300
2008-03-05,10508,9550,887,831,-56,1120,1060,-60,256,67.29,430.22,8570
2008-03-06,9995,9510,900,982,82,990,1090,100,273,96.82,461.7,7600
2008-03-07,11490,9590,1015,939,-76,1210,1190,-20,272,86.4,474.06,8550
2008-03-08,11265,9400,1099,787,-312,1050,1210,160,270,93.8,562.96,9070
2008-03-09,11282,9050,1100,727,-373,980,1010,30,279,69.79,542.3,8550
2008-03-10,11484,9930,975,845,-130,1080,1080,0,273,52.81,531,9170
2008-03-11,11776,10000,1000,856,-144,950,1210,260,271,76.82,473.7,9120
2008-03-12,10990,10100,850,993,143,850,1180,330,285,39.05,501.21,9240
2008-03-13,10495,10300,890,1060,170,950,1280,330,293,75,503.1,7670
2008-03-14,11488,10100,840,1060,220,1050,1310,260,297,89.24,455.04,8900
2008-03-15,12480,9430,900,980,80,1050,1280,230,316,67.69,472.15,9260
2008-03-16,12991,8820,950,727,-223,1120,1210,90,309,89.56,503.85,9990
2008-03-17,12499,10300,940,851,-89,1000,1290,290,282,62.05,476.7,10100
2008-03-18,12956,10900,880,1010,130,830,1390,560,282,85.45,504.35,9640
2008-03-19,13477,10700,725,1170,445,680,1410,730,283,96.6,515.41,10200
2008-03-20,10210,11200,873,1180,307,700,1340,640,276,69.2,522.54,9600
2008-03-21,12501,11000,790,1210,420,900,1330,430,288,36.95,526.95,8760
2008-03-22,11996,9490,1037,1170,133,1080,1260,180,303,78.2,508.22,9760
2008-03-23,12497,9210,944,980,36,1080,946,-134,326,89.88,533.25,9660
2008-03-24,12752,10300,940,1180,240,1030,1290,260,304,69.18,517.73,10700
2008-03-25,13460,11000,802,1290,488,910,1460,550,307,100.14,519.98,9630
2008-03-26,13488,11100,800,1310,510,1010,1500,490,300,85.64,513.92,10600
2008-03-27,11986,11300,1121,1360,239,930,1490,560,313,72.47,554.15,10200
2008-03-28,13488,11500,1100,1350,250,1050,1450,400,312,75.56,552.62,10100
2008-03-29,13992,10400,950,1140,190,1050,1400,350,318,88.28,551.18,10800
2008-03-30,13802,9900,1299,1080,-219,1050,1280,230,305,64.48,564.7,11400
2008-03-31,13796,11500,1280,1050,-230,1250,1360,110,301,71.14,550.53,11500
2008-04-01,13982,11700,1109,1170,61,1080,1400,320,331,58.2,564.2,11500
2008-04-02,14756,11800,985,1090,105,1280,1340,60,334,82.87,543.54,11600
2008-04-03,12983,12300,975,1120,145,1140,1350,210,343,114.72,557.31,12300
2008-04-04,13790,12100,1100,1050,-50,1350,1550,200,348,139,511.45,11000
2008-04-05,14482,11400,1178,923,-255,1100,1400,300,340,118.59,602.15,11800
2008-04-06,14496,11000,1250,903,-347,1150,1280,130,332,113.5,534.82,12800
2008-04-07,15301,11800,1170,1060,-110,1090,1400,310,331,53.24,585.6,12400
2008-04-08,14459,12100,1155,1190,35,980,1340,360,339,55.86,591.8,13300
2008-04-09,13505,12300,3290,1140,-2150,1120,1340,220,345,124.48,614.42,12500
2008-04-10,13001,12200,3290,1080,-2210,1190,1460,270,353,76.5,625.34,11300
2008-04-11,13437,12100,3290,1080,-2210,1190,1540,350,336,83.78,594.25,11200
2008-04-12,13975,11300,3290,1060,-2230,1150,1490,340,350,84.74,614.95,11100
2008-04-13,14501,11000,3290,1010,-2280,1050,1420,370,336,101.17,610.36,12200
2008-04-14,15260,12100,3290,990,-2300,900,1560,660,338,98.56,628.35,12300
2008-04-15,15304,12400,3290,1140,-2150,840,1480,640,337,98.25,588.5,12800
2008-04-16,15253,12100,3150,1230,-1920,1050,1460,410,343,51.38,625.06,12700
2008-04-17,13743,12700,3150,1250,-1900,1150,1640,490,344,54.92,603.72,12200
2008-04-18,13776,12500,3150,1130,-2020,1370,1690,320,359,60.3,598.38,11100
2008-04-19,13976,11600,2910,1170,-1740,1360,1640,280,356,64.48,589.76,11200
2008-04-20,14267,11600,2660,1210,-1450,0,1230,1230,341,77.06,621,11700
2008-04-21,15068,12300,2660,1300,-1360,0,1400,1400,343,116.8,631.38,11800
2008-04-22,15267,12200,2450,1400,-1050,0,1340,1340,350,91.14,571.04,12200
2008-04-23,15290,12500,1085,1440,355,1190,1510,320,362,108.06,580.66,12200
2008-04-24,13975,12500,1060,1420,360,1180,1640,460,341,89.1,599.1,11800
2008-04-25,14430,12200,1150,1340,190,1260,1700,440,350,82.21,612.6,10700
2008-04-26,13963,11800,1195,1100,-95,1320,1670,350,359,69.47,560.02,11500
2008-04-27,11992,11200,1125,904,-221,1230,1410,180,349,64.64,624.62,11100
2008-04-28,12990,11000,1073,1170,97,1000,1560,560,348,66.07,607.95,9680
2008-04-29,12992,11200,1060,1220,160,700,1530,830,342,68.07,633.5,10100
2008-04-30,12498,11000,1200,1200,0,980,1640,660,353,85.03,571.7,9620
2008-05-01,10987,11000,1140,1240,100,1050,1710,660,370,58.55,607.8,9270
2008-05-02,11964,10700,1050,1390,340,1130,1640,510,349,70.22,629,8290
2008-05-03,12486,10100,951,1380,429,1280,1600,320,359,60.72,583.05,9210
2008-05-04,13438,9580,1070,1250,180,1200,1360,160,369,52.51,587.66,9470
2008-05-05,12975,10400,1200,1160,-40,1470,1490,20,381,69.51,613.91,10200
2008-05-06,12492,10700,951,1230,279,1380,1590,210,372,97.88,597.85,9750
2008-05-07,11981,10500,1250,1220,-30,1450,1640,190,357,89.52,597.92,8770
2008-05-08,9981,10200,1200,1160,-40,1300,1760,460,344,63.19,600.03,8530
2008-05-09,11982,9680,1350,1160,-190,1300,1760,460,350,71.16,653.92,7390
2008-05-10,12006,8960,1285,1060,-225,1560,1610,50,359,95.36,633.01,9010
2008-05-11,11989,8220,1309,848,-461,1510,1380,-130,354,104.16,620.76,9020
2008-05-12,11447,9770,1100,1100,0,1550,1620,70,352,82.8,604.8,9130
2008-05-13,11503,10000,1100,1200,100,1410,1700,290,344,105.2,622.04,8030
2008-05-14,11015,10300,1150,1240,90,1530,1770,240,350,41.52,619.8,8120
2008-05-15,9982,10300,1100,1200,100,1600,1710,110,351,94.4,597.6,7830
2008-05-16,11962,9450,1031,1180,149,1450,1710,260,349,96.43,571.25,7210
2008-05-17,12776,8450,785,1130,345,1275,1660,385,348,79.22,577.08,9290
2008-05-18,12804,8140,1110,1100,-10,1150,1530,380,358,92.01,616.97,9790
2008-05-19,12497,9550,1000,1130,130,1180,1570,390,353,99.91,596.1,9770
